#,Thermostat,identifier,511856026822
#,Thermostat,name,Upstairs
#,Start,date,2018-04-01
#,End,date,2018-04-30

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Bedroom (F),Bedroom2
2018-04-01,01:40:00,off,heatOff,,Sleep,79,66,75.5,57,,,0,0,0,,74.7,57,0,76.4,0,
2018-04-01,01:45:00,off,heatOff,,Sleep,79,66,75.5,57,,,0,0,0,,74.7,57,0,76.3,0,
2018-04-01,01:50:00,off,heatOff,,Sleep,79,66,75.4,57,,,0,0,0,,74.6,57,0,76.2,0,
2018-04-01,01:55:00,off,heatOff,,Sleep,79,66,75.4,57,,,0,0,0,,74.6,57,0,76.2,0,
2018-04-01,02:00:00,off,heatOff,,Sleep,79,66,75.3,57,,,0,0,0,,74.5,57,0,76.2,0,
2018-04-01,02:05:00,off,heatOff,,Sleep,79,66,75.3,57,,,0,0,0,,74.5,57,0,76.2,0,
2018-04-01,02:10:00,off,heatOff,,Sleep,79,66,75.2,57,,,0,0,0,,74.5,57,0,76.1,0,
2018-04-01,02:15:00,off,heatOff,,Sleep,79,66,75.2,57,,,0,0,0,,74.5,57,0,76,0,
2018-04-01,02:20:00,off,heatOff,,Sleep,79,66,75.2,57,,,0,0,0,,74.5,57,0,76,0,
2018-04-01,02:25:00,off,heatOff,,Sleep,79,66,75.2,57,,,0,0,0,,74.4,57,0,76,0,
2018-04-01,02:30:00,off,heatOff,,Sleep,79,66,75.2,57,,,0,0,0,,74.4,57,0,76,0,
2018-04-01,02:35:00,off,heatOff,,Sleep,79,66,75.1,57,,,0,0,0,,74.4,57,0,75.9,0,
2018-04-01,02:40:00,off,heatOff,,Sleep,79,66,75,57,,,0,0,0,,74.3,57,0,75.8,0,
2018-04-01,02:45:00,off,heatOff,,Sleep,79,66,75,57,,,0,0,0,,74.3,57,0,75.8,0,
2018-04-01,02:50:00,off,heatOff,,Sleep,79,66,75,57,,,0,0,0,,74.3,57,0,75.8,0,
2018-04-01,02:55:00,off,heatOff,,Sleep,79,66,75,57,,,0,0,0,,74.3,57,0,75.8,0,
2018-04-01,03:00:00,off,heatOff,,Sleep,79,66,74.9,57,,,0,0,0,,74.2,57,0,75.7,0,
2018-04-01,03:05:00,off,heatOff,,Sleep,79,66,74.9,57,,,0,0,0,,74.2,57,0,75.6,0,
2018-04-01,03:10:00,off,heatOff,,Sleep,79,66,74.9,57,,,0,0,0,,74.2,57,0,75.6,0,
2018-04-01,03:15:00,off,heatOff,,Sleep,79,66,74.9,57,,,0,0,0,,74.2,57,0,75.6,0,
2018-04-01,03:20:00,off,heatOff,,Sleep,79,66,74.9,57,,,0,0,0,,74.2,57,0,75.6,0,
2018-04-01,03:25:00,off,heatOff,,Sleep,79,66,74.9,57,,,0,0,0,,74.2,57,0,75.6,0,
2018-04-01,03:30:00,off,heatOff,,Sleep,79,66,74.8,57,,,0,0,0,,74.1,57,0,75.6,0,
2018-04-01,03:35:00,off,heatOff,,Sleep,79,66,74.7,57,,,0,0,0,,74.1,57,0,75.5,0,
2018-04-01,03:40:00,off,heatOff,,Sleep,79,66,74.7,57,,,0,0,0,,74.1,57,0,75.4,0,
2018-04-01,03:45:00,off,heatOff,,Sleep,79,66,74.7,57,,,0,0,0,,74,57,0,75.4,0,
2018-04-01,03:50:00,off,heatOff,,Sleep,79,66,74.7,57,,,0,0,0,,74.1,57,0,75.4,0,
2018-04-01,03:55:00,off,heatOff,,Sleep,79,66,74.7,57,,,0,0,0,,74.1,57,0,75.4,0,
2018-04-01,04:00:00,off,heatOff,,Sleep,79,66,74.6,57,,,0,0,0,,74,57,0,75.3,0,
2018-04-01,04:05:00,off,heatOff,,Sleep,79,66,74.6,57,,,0,0,0,,74,57,0,75.2,0,
2018-04-01,04:10:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.2,0,
2018-04-01,04:15:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.2,0,
2018-04-01,04:20:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.2,0,
2018-04-01,04:25:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.2,0,
2018-04-01,04:30:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.1,0,
2018-04-01,04:35:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.1,0,
2018-04-01,04:40:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.1,0,
2018-04-01,04:45:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.1,0,
2018-04-01,04:50:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.1,0,
2018-04-01,04:55:00,off,heatOff,,Sleep,79,66,74.5,57,,,0,0,0,,73.9,57,0,75.1,0,
2018-04-01,05:00:00,off,heatOff,,Sleep,79,66,74.4,57,,,0,0,0,,73.8,57,0,75,0,
2018-04-01,05:05:00,off,heatOff,,Sleep,79,66,74.3,57,,,0,0,0,,73.8,57,0,74.9,0,
2018-04-01,05:10:00,off,heatOff,,Sleep,79,66,74.3,57,,,0,0,0,,73.7,57,0,74.9,0,
2018-04-01,05:15:00,off,heatOff,,Sleep,79,66,74.3,57,,,0,0,0,,73.7,57,0,74.9,0,
2018-04-01,05:20:00,off,heatOff,,Sleep,79,66,74.3,57,,,0,0,0,,73.7,57,0,74.9,0,
2018-04-01,05:25:00,off,heatOff,,Sleep,79,66,74.3,57,,,0,0,0,,73.7,57,0,74.9,0,
2018-04-01,05:30:00,off,heatOff,,Sleep,79,66,74.2,57,,,0,0,0,,73.6,57,0,74.9,0,
2018-04-01,05:35:00,off,heatOff,,Sleep,79,66,74.2,57,,,0,0,0,,73.6,57,0,74.9,0,
2018-04-01,05:40:00,off,heatOff,,Sleep,79,66,74.1,57,,,0,0,0,,73.6,57,0,74.8,0,
2018-04-01,05:45:00,off,heatOff,,Sleep,79,66,74.1,57,,,0,0,0,,73.6,57,0,74.7,0,
2018-04-01,05:50:00,off,heatOff,,Sleep,79,66,74.1,57,,,0,0,0,,73.6,57,0,74.7,0,
2018-04-01,05:55:00,off,heatOff,,Sleep,79,66,74.1,57,,,0,0,0,,73.5,57,0,74.7,0,
2018-04-01,06:00:00,off,heatOff,,Sleep,79,66,74.1,57,,,0,0,0,,73.5,57,0,74.7,0,
2018-04-01,06:05:00,off,heatOff,,Sleep,79,66,74.1,57,,,0,0,0,,73.5,57,0,74.7,0,
2018-04-01,06:10:00,off,heatOff,,Sleep,79,66,74,57,,,0,0,0,,73.5,57,0,74.6,0,
2018-04-01,06:15:00,off,heatOff,,Sleep,79,66,74,57,,,0,0,0,,73.5,57,0,74.5,0,
2018-04-01,06:20:00,off,heatOff,,Sleep,79,66,73.9,57,,,0,0,0,,73.4,57,0,74.5,0,
2018-04-01,06:25:00,off,heatOff,,Sleep,79,66,73.9,57,,,0,0,0,,73.4,57,0,74.5,0,
2018-04-01,06:30:00,off,heatOff,,Sleep,79,66,73.9,57,,,0,0,0,,73.4,57,0,74.5,0,
2018-04-01,06:35:00,off,heatOff,,Sleep,79,66,73.9,57,,,0,0,0,,73.4,57,0,74.5,0,
2018-04-01,06:40:00,off,heatOff,,Sleep,79,66,73.9,57,,,0,0,0,,73.4,57,0,74.5,0,
2018-04-01,06:45:00,off,heatOff,,Sleep,79,66,73.9,57,,,0,0,0,,73.4,57,0,74.5,0,
2018-04-01,06:50:00,off,heatOff,,Sleep,79,66,73.8,57,,,0,0,0,,73.3,57,0,74.4,0,
2018-04-01,06:55:00,off,heatOff,,Sleep,79,66,73.8,57,,,0,0,0,,73.3,57,0,74.3,0,
2018-04-01,07:00:00,off,heatOff,,Sleep,79,66,73.8,57,,,0,0,0,,73.3,57,0,74.3,0,
2018-04-01,07:05:00,off,heatOff,,Sleep,79,66,73.8,57,,,0,0,0,,73.3,57,0,74.3,0,
2018-04-01,07:10:00,off,heatOff,,Sleep,79,66,73.7,57,,,0,0,0,,73.2,57,0,74.3,0,
2018-04-01,07:15:00,off,heatOff,,Sleep,79,66,73.7,57,,,0,0,0,,73.2,57,0,74.3,0,
2018-04-01,07:20:00,off,heatOff,,Sleep,79,66,73.6,57,,,0,0,0,,73.2,57,0,74.2,0,
2018-04-01,07:25:00,off,heatOff,,Sleep,79,66,73.6,57,,,0,0,0,,73.2,57,0,74.1,0,
2018-04-01,07:30:00,off,heatOff,,Sleep,79,66,73.6,57,,,0,0,0,,73.1,57,0,74.1,0,
2018-04-01,07:35:00,off,heatOff,,Sleep,79,66,73.6,57,,,0,0,0,,73.1,57,0,74.1,0,
2018-04-01,07:40:00,off,heatOff,,Sleep,79,66,73.6,57,,,0,0,0,,73.1,57,0,74.1,0,
2018-04-01,07:45:00,off,heatOff,,Sleep,79,66,73.6,57,,,0,0,0,,73.1,57,0,74.1,0,
2018-04-01,07:50:00,off,heatOff,,Sleep,79,66,73.6,57,,,0,0,0,,73.1,57,0,74.1,0,
2018-04-01,07:55:00,off,heatOff,,Sleep,78.4,67.2,73.6,57,,,0,0,0,,73.1,57,0,74.1,0,
2018-04-01,08:00:00,off,heatOff,,Home,77,70,73.5,57,,,0,0,0,,73,57,0,74.1,0,
2018-04-01,08:05:00,off,heatOff,,Home,77,70,73.5,57,,,0,0,0,,73,57,0,74,0,
2018-04-01,08:10:00,off,heatOff,,Home,77,70,73.5,57,,,0,0,0,,73,57,0,74,0,
2018-04-01,08:15:00,off,heatOff,,Home,77,70,73.5,57,,,0,0,0,,73,57,1,74,0,
2018-04-01,08:20:00,off,heatOff,,Home,77,70,73.5,57,,,0,0,0,,73,57,1,74,0,
2018-04-01,08:25:00,off,heatOff,,Home,77,70,73.4,57,,,0,0,0,,72.9,57,1,74,0,
2018-04-01,08:30:00,off,heatOff,,Home,77,70,73.4,58,,,0,0,0,,72.8,58,0,74,0,
2018-04-01,08:35:00,off,heatOff,,Home,77,70,73.4,57,,,0,0,0,,72.8,57,0,74.1,0,
2018-04-01,08:40:00,off,heatOff,,Home,77,70,73.3,58,,,0,0,0,,72.6,58,0,74.1,0,
2018-04-01,08:45:00,off,heatOff,,Home,77,70,73.3,59,,,0,0,0,,72.6,59,0,74.1,0,
2018-04-01,08:50:00,off,heatOff,,Home,77,70,73.3,58,,,0,0,0,,72.6,58,0,74.1,0,
2018-04-01,08:55:00,off,heatOff,,Home,77,70,73.4,58,,,0,0,0,,72.5,58,0,74.3,0,
2018-04-01,09:00:00,off,heatOff,,Home,77,70,73.4,58,,,0,0,0,,72.5,58,0,74.3,0,
2018-04-01,09:05:00,off,heatOff,,Home,77,70,73.4,59,,,0,0,0,,72.5,59,0,74.3,0,
2018-04-01,09:10:00,off,heatOff,,Home,77,70,73.3,60,,,0,0,0,,72.4,60,0,74.3,0,
2018-04-01,09:15:00,off,heatOff,,Home,77,70,73.3,60,,,0,0,0,,72.3,60,0,74.4,0,
2018-04-01,09:20:00,off,heatOff,,Home,77,70,73.4,60,,,0,0,0,,72.3,60,0,74.5,0,
2018-04-01,09:25:00,off,heatOff,,Home,77,70,73.4,60,,,0,0,0,,72.3,60,0,74.5,0,
2018-04-01,09:30:00,off,heatOff,,Home,77,70,73.4,59,,,0,0,0,,72.4,59,0,74.5,0,
2018-04-01,09:35:00,off,heatOff,,Home,77,70,73.4,60,,,0,0,0,,72.4,60,0,74.5,0,
2018-04-01,09:40:00,off,heatOff,,Home,77,70,73.5,60,,,0,0,0,,72.5,60,0,74.5,0,
2018-04-01,09:45:00,off,heatOff,,Home,77,70,73.5,59,,,0,0,0,,72.5,59,0,74.5,0,
2018-04-01,09:50:00,off,heatOff,,Home,77,70,73.4,59,,,0,0,0,,72.4,59,0,74.5,0,
2018-04-01,09:55:00,off,heatOff,,Home,77,70,73.4,60,,,0,0,0,,72.4,60,0,74.5,0,
2018-04-01,10:00:00,off,heatOff,,Home,77,70,73.4,60,,,0,0,0,,72.4,60,0,74.5,0,
2018-04-01,10:05:00,off,heatOff,,Home,77,70,73.4,60,,,0,0,0,,72.4,60,0,74.6,0,
2018-04-01,10:10:00,off,heatOff,,Home,77,70,73.5,60,,,0,0,0,,72.4,60,0,74.7,0,
2018-04-01,10:15:00,off,heatOff,,Home,77,70,73.6,60,,,0,0,0,,72.5,60,0,74.7,0,
2018-04-01,10:20:00,off,heatOff,,Home,77,70,73.6,59,,,0,0,0,,72.5,59,0,74.7,0,
2018-04-01,10:25:00,off,heatOff,,Home,78.5,68.2,73.6,59,,,0,0,0,,72.5,59,0,74.8,0,
2018-04-01,10:30:00,off,heatOff,,Away,82,64,73.6,60,,,0,0,0,,72.4,60,0,74.9,0,
2018-04-01,10:35:00,off,heatOff,,Away,82,64,73.7,60,,,0,0,0,,72.5,60,0,74.9,0,
2018-04-01,10:40:00,off,heatOff,,Away,82,64,73.7,59,,,0,0,0,,72.5,59,0,74.9,0,
2018-04-01,10:45:00,off,heatOff,,Away,82,64,73.7,60,,,0,0,0,,72.5,60,0,74.9,0,
2018-04-01,10:50:00,off,heatOff,,Away,82,64,73.7,59,,,0,0,0,,72.6,59,0,74.9,0,
2018-04-01,10:55:00,off,heatOff,,Away,82,64,73.8,59,,,0,0,0,,72.7,59,0,74.9,0,
2018-04-01,11:00:00,off,heatOff,,Away,82,64,73.8,59,,,0,0,0,,72.7,59,0,74.9,0,
2018-04-01,11:05:00,off,heatOff,,Away,82,64,73.8,59,,,0,0,0,,72.7,59,0,74.9,0,
2018-04-01,11:10:00,off,heatOff,,Away,82,64,73.8,59,,,0,0,0,,72.7,59,0,74.9,0,
2018-04-01,11:15:00,off,heatOff,,Away,82,64,73.8,59,,,0,0,0,,72.8,59,0,74.9,0,
2018-04-01,11:20:00,off,heatOff,,Away,82,64,73.9,59,,,0,0,0,,72.9,59,0,74.9,0,
2018-04-01,11:25:00,off,heatOff,,Away,82,64,73.9,59,,,0,0,0,,72.9,59,0,75,0,
2018-04-01,11:30:00,off,heatOff,,Away,82,64,74,59,,,0,0,0,,72.9,59,0,75.1,0,
2018-04-01,11:35:00,off,heatOff,,Away,82,64,74,59,,,0,0,0,,72.9,59,0,75.1,0,
2018-04-01,11:40:00,off,heatOff,,Away,82,64,74,59,,,0,0,0,,72.9,59,0,75.1,0,
2018-04-01,11:45:00,off,heatOff,,Away,82,64,74,59,,,0,0,0,,72.9,59,0,75.1,0,
2018-04-01,11:50:00,off,heatOff,,Away,82,64,74,59,,,0,0,0,,72.9,59,0,75.2,0,
2018-04-01,11:55:00,off,heatOff,,Away,82,64,74,59,,,0,0,0,,72.9,59,0,75.2,0,
2018-04-01,12:00:00,off,heatOff,,Away,82,64,74,60,,,0,0,0,,72.9,60,0,75.2,0,
2018-04-01,12:05:00,off,heatOff,,Away,82,64,74,60,,,0,0,0,,72.9,60,0,75.2,0,
2018-04-01,12:10:00,off,heatOff,,Away,82,64,74,60,,,0,0,0,,72.9,60,0,75.2,0,
2018-04-01,12:15:00,off,heatOff,,Away,82,64,74.1,59,,,0,0,0,,73,59,0,75.3,0,
2018-04-01,12:20:00,off,heatOff,,Away,82,64,74.2,60,,,0,0,0,,73,60,0,75.4,0,
2018-04-01,12:25:00,off,heatOff,,Away,82,64,74.2,60,,,0,0,0,,73.1,60,0,75.4,0,
2018-04-01,12:30:00,off,heatOff,,Away,82,64,74.2,60,,,0,0,0,,73,60,0,75.5,0,
2018-04-01,12:35:00,off,heatOff,,Away,82,64,74.3,60,,,0,0,0,,73,60,0,75.6,0,
2018-04-01,12:40:00,off,heatOff,,Away,82,64,74.3,60,,,0,0,0,,73,60,0,75.6,0,
2018-04-01,12:45:00,off,heatOff,,Away,82,64,74.3,60,,,0,0,0,,73.1,60,0,75.6,0,
2018-04-01,12:50:00,off,heatOff,,Away,82,64,74.3,60,,,0,0,0,,73.1,60,0,75.6,0,
2018-04-01,12:55:00,off,heatOff,,Away,82,64,74.4,60,,,0,0,0,,73.2,60,0,75.6,0,
2018-04-01,13:00:00,off,heatOff,,Away,82,64,74.4,60,,,0,0,0,,73.2,60,0,75.6,0,
2018-04-01,13:05:00,off,heatOff,,Away,82,64,74.4,60,,,0,0,0,,73.2,60,0,75.7,0,
2018-04-01,13:10:00,off,heatOff,,Away,82,64,74.5,60,,,0,0,0,,73.3,60,0,75.8,0,
2018-04-01,13:15:00,off,heatOff,,Away,82,64,74.5,60,,,0,0,0,,73.3,60,1,75.8,0,
2018-04-01,13:20:00,off,heatOff,,Away,82,64,74.5,61,,,0,0,0,,73.3,61,0,75.8,0,
2018-04-01,13:25:00,off,heatOff,,Away,82,64,74.6,61,,,0,0,0,,73.4,61,0,75.8,0,
2018-04-01,13:30:00,off,heatOff,,Away,82,64,74.6,61,,,0,0,0,,73.5,61,0,75.8,0,
2018-04-01,13:35:00,off,heatOff,,Away,82,64,74.7,60,,,0,0,0,,73.6,60,0,75.8,0,
2018-04-01,13:40:00,off,heatOff,,Away,82,64,74.7,60,,,0,0,0,,73.7,60,0,75.8,0,
2018-04-01,13:45:00,off,heatOff,,Away,82,64,74.8,60,,,0,0,0,,73.8,60,0,75.8,0,
2018-04-01,13:50:00,off,heatOff,,Away,82,64,74.8,60,,,0,0,0,,73.8,60,0,75.8,0,
2018-04-01,13:55:00,off,heatOff,,Away,82,64,74.8,61,,,0,0,0,,73.8,61,0,75.8,0,
2018-04-01,14:00:00,off,heatOff,,Away,82,64,74.8,60,,,0,0,0,,73.8,60,0,75.8,0,
2018-04-01,14:05:00,off,heatOff,,Away,82,64,74.8,60,,,0,0,0,,73.8,60,0,75.8,0,
2018-04-01,14:10:00,off,heatOff,,Away,82,64,74.9,60,,,0,0,0,,73.9,60,0,75.9,0,
2018-04-01,14:15:00,off,heatOff,,Away,82,64,75,60,,,0,0,0,,74,60,0,76,0,
2018-04-01,14:20:00,off,heatOff,,Away,82,64,75,60,,,0,0,0,,74,60,0,76,0,
2018-04-01,14:25:00,off,heatOff,,Away,82,64,75,60,,,0,0,0,,74.1,60,0,76,0,
2018-04-01,14:30:00,off,heatOff,,Away,82,64,75,59,,,0,0,0,,74.1,59,0,76,0,
2018-04-01,14:35:00,off,heatOff,,Away,82,64,75.1,60,,,0,0,0,,74.2,60,0,76.1,0,
2018-04-01,14:40:00,off,heatOff,,Away,82,64,75.2,60,,,0,0,0,,74.3,60,0,76.2,0,
2018-04-01,14:45:00,off,heatOff,,Away,82,64,75.2,60,,,0,0,0,,74.3,60,0,76.2,0,
2018-04-01,14:50:00,off,heatOff,,Away,82,64,75.3,60,,,0,0,0,,74.4,60,0,76.3,0,
2018-04-01,14:55:00,off,heatOff,,Away,82,64,75.4,60,,,0,0,0,,74.4,60,0,76.4,0,
2018-04-01,15:00:00,off,heatOff,,Away,82,64,75.4,60,,,0,0,0,,74.4,60,0,76.4,0,
2018-04-01,15:05:00,off,heatOff,,Away,82,64,75.4,60,,,0,0,0,,74.4,60,0,76.4,0,
2018-04-01,15:10:00,off,heatOff,,Away,82,64,75.4,60,,,0,0,0,,74.5,60,0,76.4,0,
2018-04-01,15:15:00,off,heatOff,,Away,82,64,75.5,60,,,0,0,0,,74.6,60,0,76.5,0,
2018-04-01,15:20:00,off,heatOff,,Away,82,64,75.5,60,,,0,0,0,,74.6,60,0,76.5,0,
2018-04-01,15:25:00,off,heatOff,,Away,82,64,75.6,60,,,0,0,0,,74.7,60,0,76.6,0,
2018-04-01,15:30:00,off,heatOff,,Away,82,64,75.7,60,,,0,0,0,,74.7,60,0,76.7,0,
2018-04-01,15:35:00,off,heatOff,,Away,82,64,75.7,59,,,0,0,0,,74.8,59,0,76.7,0,
2018-04-01,15:40:00,off,heatOff,,Away,82,64,75.8,60,,,0,0,0,,74.8,60,0,76.8,0,
2018-04-01,15:45:00,off,heatOff,,Away,82,64,75.9,60,,,0,0,0,,74.9,60,0,76.9,0,
2018-04-01,15:50:00,off,heatOff,,Away,82,64,75.9,59,,,0,0,0,,74.9,59,0,77,0,
2018-04-01,15:55:00,off,heatOff,,Away,80.5,65.8,76,59,,,0,0,0,,75,59,0,77.1,0,
2018-04-01,16:00:00,off,heatOff,,Home,77,70,76,59,,,0,0,0,,75,59,0,77.1,0,
2018-04-01,16:05:00,off,heatOff,,Home,77,70,76.1,59,,,0,0,0,,75.1,59,0,77.2,0,
2018-04-01,16:10:00,off,heatOff,,Home,77,70,76.2,58,,,0,0,0,,75.1,58,0,77.3,0,
2018-04-01,16:15:00,off,heatOff,,Home,77,70,76.2,58,,,0,0,0,,75.2,58,0,77.4,0,
2018-04-01,16:20:00,off,heatOff,,Home,77,70,76.3,58,,,0,0,0,,75.2,58,0,77.5,0,
2018-04-01,16:25:00,off,heatOff,,Home,77,70,76.4,58,,,0,0,0,,75.3,58,0,77.5,0,
2018-04-01,16:30:00,off,heatOff,,Home,77,70,76.4,58,,,0,0,0,,75.4,58,0,77.5,0,
2018-04-01,16:35:00,off,heatOff,,Home,77,70,76.5,58,,,0,0,0,,75.5,58,0,77.6,0,
2018-04-01,16:40:00,off,heatOff,,Home,77,70,76.6,59,,,0,0,0,,75.6,59,0,77.7,0,
2018-04-01,16:45:00,off,heatOff,,Home,77,70,76.7,59,,,0,0,0,,75.6,59,0,77.8,0,
2018-04-01,16:50:00,off,heatOff,,Home,77,70,76.7,59,,,0,0,0,,75.7,59,0,77.8,0,
2018-04-01,16:55:00,off,heatOff,,Home,77,70,76.7,59,,,0,0,0,,75.7,59,0,77.8,0,
2018-04-01,17:00:00,off,heatOff,,Home,77,70,76.8,59,,,0,0,0,,75.8,59,0,77.8,0,
2018-04-01,17:05:00,off,heatOff,,Home,77,70,76.8,59,,,0,0,0,,75.8,59,0,77.9,0,
2018-04-01,17:10:00,off,heatOff,,Home,77,70,76.9,58,,,0,0,0,,75.8,58,0,78,0,
2018-04-01,17:15:00,off,heatOff,,Home,77,70,76.9,59,,,0,0,0,,75.9,59,0,78,0,
2018-04-01,17:20:00,off,heatOff,,Home,77,70,76.9,59,,,0,0,0,,75.9,59,0,78,0,
2018-04-01,17:25:00,off,heatOff,,Home,77,70,76.9,59,,,0,0,0,,75.9,59,1,78,0,
2018-04-01,17:30:00,off,heatOff,,Home,77,70,77.1,59,,,0,0,0,,75.9,59,0,78.3,0,
2018-04-01,17:35:00,off,heatOff,,Home,77,70,77.3,58,,,0,0,0,,76,58,0,78.6,0,
2018-04-01,17:40:00,off,heatOff,,Home,77,70,77.3,57,,,0,0,0,,76.1,57,0,78.6,0,
2018-04-01,17:45:00,off,heatOff,,Home,77,70,77.4,57,,,0,0,0,,76.2,57,0,78.6,0,
2018-04-01,17:50:00,off,heatOff,,Home,77,70,77.4,57,,,0,0,0,,76.3,57,0,78.6,0,
2018-04-01,17:55:00,off,heatOff,,Home,77,70,77.5,57,,,0,0,0,,76.3,57,0,78.8,0,
2018-04-01,18:00:00,off,heatOff,,Home,77,70,77.5,57,,,0,0,0,,76.3,57,0,78.8,0,
2018-04-01,18:05:00,off,heatOff,,Home,77,70,77.6,57,,,0,0,0,,76.4,57,0,78.8,0,
2018-04-01,18:10:00,off,heatOff,,Home,77,70,77.6,57,,,0,0,0,,76.4,57,0,78.8,0,
2018-04-01,18:15:00,off,heatOff,,Home,77,70,77.6,57,,,0,0,0,,76.4,57,0,78.8,0,
2018-04-01,18:20:00,off,heatOff,,Home,77,70,77.6,57,,,0,0,0,,76.4,57,0,78.8,0,
2018-04-01,18:25:00,off,heatOff,,Home,77,70,77.6,57,,,0,0,0,,76.5,57,0,78.8,0,
2018-04-01,18:30:00,off,heatOff,,Home,77,70,77.6,57,,,0,0,0,,76.5,57,0,78.8,0,
2018-04-01,18:35:00,off,heatOff,,Home,77,70,77.6,57,,,0,0,0,,76.5,57,0,78.8,0,
2018-04-01,18:40:00,off,heatOff,,Home,77,70,77.6,57,,,0,0,0,,76.5,57,0,78.8,0,
2018-04-01,18:45:00,off,heatOff,,Home,77,70,77.6,57,,,0,0,0,,76.5,57,0,78.8,0,
2018-04-01,18:50:00,off,heatOff,,Home,77,70,77.7,57,,,0,0,0,,76.6,57,0,78.8,0,
2018-04-01,18:55:00,off,heatOff,,Home,77,70,77.7,57,,,0,0,0,,76.6,57,0,78.8,0,
2018-04-01,19:00:00,off,heatOff,,Home,77,70,77.7,57,,,0,0,0,,76.6,57,0,78.8,0,
2018-04-01,19:05:00,off,heatOff,,Home,77,70,77.7,57,,,0,0,0,,76.6,57,0,78.8,0,
2018-04-01,19:10:00,off,heatOff,,Home,77,70,77.7,57,,,0,0,0,,76.6,57,0,78.8,0,
